titre,entreprise,contrat,localisation,lien,date_scraping,mot_cle_recherche,source,description
Data Ingénieur (F/H),Asi,Non précisé,Rennes,https://www.welcometothejungle.com/fr/companies/asi/jobs/data-ingenieur-f-h_rennes_ASI_JjjxrdV,2026-02-10,Data Engineer,WTTJ,
ML Ops Engineer (H/F),Meritis,Non précisé,France,https://www.welcometothejungle.com/fr/companies/meritis/jobs/ml-ops-engineer-h-f_biot,2026-02-10,Data Engineer,WTTJ,
Data Engineer DBT F/H,Cgi,Non précisé,Lille,https://www.welcometothejungle.com/fr/companies/cgi/jobs/data-engineer-dbt-f-h_lille,2026-02-10,Data Engineer,WTTJ,
Consultant·e Analytics Engineer – Senior,Saegus,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/saegus/jobs/consultant-e-analytics-engineer-senior_paris_SAEGU_5Z2ZpoL,2026-02-10,Data Engineer,WTTJ,
Consultant·e Data Engineer – Senior,Saegus,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/saegus/jobs/consultant-e-data-engineer-senior_paris_SAEGU_5zdZPMD,2026-02-10,Data Engineer,WTTJ,
Data Engineer,Maki,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/maki/jobs/data-engineer_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer Confirmé,Thales,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/thales/jobs/data-engineer-confirme_bordeaux,2026-02-10,Data Engineer,WTTJ,
Data Engineer (F/H),Thales,Non précisé,France,https://www.welcometothejungle.com/fr/companies/thales/jobs/data-engineer-f-h_meudon,2026-02-10,Data Engineer,WTTJ,
Data Engineer - Transport - Nantes,Sopra Steria,Non précisé,Nantes,https://www.welcometothejungle.com/fr/companies/sopra-steria/jobs/data-engineer-transport-nantes_nantes_SS_DpmPDY0,2026-02-10,Data Engineer,WTTJ,
Ingénieur.e data et tech - Stage - St Ouen (93),Willy Anti Gaspi,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/willy-anti-gaspi/jobs/ingenieur-e-data-et-tech-stage-st-ouen-93_saint-ouen-sur-seine,2026-02-10,Data Engineer,WTTJ,
EXPERT DATA INTEGRATION & ENGINEER (H/F),Hardis Group,Non précisé,Grenoble,https://www.welcometothejungle.com/fr/companies/hardis-group/jobs/data-engineer-expert-data-integration-h-f_grenoble,2026-02-10,Data Engineer,WTTJ,
Data Engineer H/F,John Paul,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/john-paul/jobs/data-engineer-h-f_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer,Implicity,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/implicity/jobs/data-engineer_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer - CDI - Paris,Pass Culture,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/pass-culture/jobs/data-engineer-cdi-paris_paris,2026-02-10,Data Engineer,WTTJ,
Staff Data Ops Engineer - Platform (x/f/m),Doctolib,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/doctolib/jobs/staff-data-ops-engineer-platform-x-f-m_paris,2026-02-10,Data Engineer,WTTJ,
Senior Data Engineer - Data Platform,Doctolib,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/doctolib/jobs/senior-data-engineer-data-platform_paris,2026-02-10,Data Engineer,WTTJ,
Senior DevOps Engineer - Data Platform (x/f/m),Doctolib,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/doctolib/jobs/senior-devops-engineer-data-platform-x-f-m_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer (H/F),Witco,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/witco/jobs/data-engineer-h-f_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer,Azira,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/azira/jobs/data-engineer_paris,2026-02-10,Data Engineer,WTTJ,
