titre,entreprise,contrat,localisation,lien,date_scraping,mot_cle_recherche,source,description
Stage - Agro-Data Scientist F/H,Groupe Roullier,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-roullier/jobs/stage-agro-data-scientist-f-h_saint-malo,2026-02-10,Data Scientist,WTTJ,
Data Scientist,Mistral Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mistral-ai/jobs/data-scientist_paris,2026-02-10,Data Scientist,WTTJ,
Lead Data Scientist,Illuin Tech,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/illuin-tech/jobs/lead-data-scientist_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist Roboticien H/F,Capgemini,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/data-scientist-roboticien-h-f_aix-en-provence,2026-02-10,Data Scientist,WTTJ,
Healthcare Data Scientist - F/H,Sysnav,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/sysnav/jobs/healthcare-data-scientist-f-h,2026-02-10,Data Scientist,WTTJ,
Data Scientist - en Stage (F/H),Carrefour,Stage,Massy,https://www.welcometothejungle.com/fr/companies/carrefour/jobs/data-scientist-en-stage-f-h_massy_CARRE_GZad8A5,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST F/H,Groupe Adp,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/groupe-adp/jobs/data-scientist-f-h_tremblay-en-france_GA_4D4mbw0,2026-02-10,Data Scientist,WTTJ,
STAGE - Ingénieure / Ingénieur généraliste avec une spécialité en Data Science,Arianegroup,Stage,France,https://www.welcometothejungle.com/fr/companies/arianegroup/jobs/stage-ingenieure-ingenieur-generaliste-avec-une-specialite-en-data-science_saint-medard-en-jalles,2026-02-10,Data Scientist,WTTJ,
Data Science Manager,Illuin Tech,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/illuin-tech/jobs/data-science-manager_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist - Electricity Markets - Stage,Le Groupe Nw,Stage,Paris,https://www.welcometothejungle.com/fr/companies/le-groupe-nw/jobs/data-scientist-marches-electricite-france_paris,2026-02-10,Data Scientist,WTTJ,
Data scientist (stage),Datacraft,Stage,Paris,https://www.welcometothejungle.com/fr/companies/datacraft/jobs/data-scientist-stage_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist Pricing Optimization (F/H),Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-scientist-pricing-optimization-f-h_suresnes,2026-02-10,Data Scientist,WTTJ,
Data Scientist / Actuaire - Souscription – H/F,Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-scientist-actuaire-souscription-h-f_suresnes_AXA_bDPglkW,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST H/F,Cnp Assurances,Non précisé,France,https://www.welcometothejungle.com/fr/companies/cnp-assurances/jobs/data-scientist-h-f_issy-les-moulineaux_CA_oYJM7MQ,2026-02-10,Data Scientist,WTTJ,
Data Scientist Senior (F/H),Vertone,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/vertone/jobs/data-scientist-senior-f-h_paris_VERTO_o9q4Pr,2026-02-10,Data Scientist,WTTJ,
Chef de projets Data Science (H/F),Suez,Non précisé,France,https://www.welcometothejungle.com/fr/companies/suez/jobs/chef-de-projets-data-science-h-f_pessac,2026-02-10,Data Scientist,WTTJ,
Consultant(e) Confirme(e) Data / IA H/F,Mc2I,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mc2i/jobs/consultant-confirme-data-ia-h-f_paris_MC2I_WDxzbZ0,2026-02-10,Data Scientist,WTTJ,
Consultant(e) Confirme(e) Data / IA H/F,Mc2I,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mc2i/jobs/consultant-confirme-data-ia-h-f_paris_MC2I_xyo0x2r,2026-02-10,Data Scientist,WTTJ,
Consultant(e) Confirme(e) Data / IA H/F,Mc2I,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mc2i/jobs/consultant-confirme-data-ia-h-f_paris_MC2I_YodNm11,2026-02-10,Data Scientist,WTTJ,
DSR 75 Sécurité Routière ATR BSI Data Scientist confirmé (SIC),Ministere De L Interieur,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/ministere-de-l-interieur/jobs/dsr-75-securite-routiere-atr-bsi-data-scientist-confirme-sic_paris,2026-02-10,Data Scientist,WTTJ,
Stage Data Scientist-NLP,Codoc,Stage,Paris,https://www.welcometothejungle.com/fr/companies/codoc/jobs/stage-nlp_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist H/F - CDI,Plebicom,Cdi,Lyon,https://www.welcometothejungle.com/fr/companies/plebicom/jobs/data-scientist-h-f-cdi_lyon,2026-02-10,Data Scientist,WTTJ,
Data Scientist (H/F) - Stage 6 mois (stage de césure ou de fin d'études possible),Allphins,Stage,Paris,https://www.welcometothejungle.com/fr/companies/allphins/jobs/data-scientist-h-f-stage-6-mois-teletravail-possible_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientists / ML Engineers,Coface,Non précisé,France,https://www.welcometothejungle.com/fr/companies/coface/jobs/data-scientists-ml-engineers_bois-colombes,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-h-f_paris-9e-arrondissement,2026-02-10,Data Scientist,WTTJ,
Stage 2026 - Data Science et Machine Learning/AI practitionner - Sujet : Data attribution (H/F/N),Ekimetrics,Stage,Paris,https://www.welcometothejungle.com/fr/companies/ekimetrics/jobs/stage-2026-data-science-et-machine-learning-ai-practitionner-sujet-data-attribution-h-f-n_paris,2026-02-10,Data Scientist,WTTJ,
Stage - Deep Learning Scientist (H/F),Safran Ai,Stage,Paris,https://www.welcometothejungle.com/fr/companies/safran-ai/jobs/stage-deep-learning-scientist-h-f_paris_SE_D306dKG,2026-02-10,Data Scientist,WTTJ,
Data Scientist,Jedha,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/jedha/jobs/data-scientist_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist & Recherche Opérationnelle confirmé (H/F),Mp Data,Non précisé,Marseille,https://www.welcometothejungle.com/fr/companies/mp-data/jobs/data-scientist-recherche-operationnelle-confirme-h-f_marseille,2026-02-10,Data Scientist,WTTJ,
Data Scientist: Technical Pricing (F/H),Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-scientist-technical-pricing-f-h_suresnes_AXA_PDR1ogl,2026-02-10,Data Scientist,WTTJ,
"Data Scientist (Market Intelligence) - Internship, Paris",Spinergie,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/spinergie/jobs/data-scientist-market-intelligence-internship-paris_paris_SPINE_po5VYqb,2026-02-10,Data Scientist,WTTJ,
Stage de fin d’études Consultant(e) Data Scientist / Recherche Opérationnelle,Siaxperience,Stage,Paris,https://www.welcometothejungle.com/fr/companies/siaxperience/jobs/stage-de-fin-d-etudes-consultant-data-scientist-recherche-operationnelle_paris_SIA_D5KDX0X,2026-02-10,Data Scientist,WTTJ,
Stage de fin d'étude - Consultant(e) Data Science - Marketing & Stratégie,Siaxperience,Stage,Paris,https://www.welcometothejungle.com/fr/companies/siaxperience/jobs/stage-de-fin-d-etude-consultant-data-science-marketing-strategie_paris,2026-02-10,Data Scientist,WTTJ,
Consultant(e) Data Scientist / Recherche Opérationnelle,Siaxperience,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/siaxperience/jobs/consultant-data-scientist-recherche-operationnelle_paris_SIA_NXlqwQ1,2026-02-10,Data Scientist,WTTJ,
R&D Data Scientist - Intern,Descartesunderwriting,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/descartesunderwriting/jobs/r-d-data-scientist-intern_paris_DU_m8dggwA,2026-02-10,Data Scientist,WTTJ,
Data Scientist - Intern,Descartesunderwriting,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/descartesunderwriting/jobs/data-scientist-intern_paris,2026-02-10,Data Scientist,WTTJ,
Alternant / Stagiaire Data & IA H/F,Wevioo,Alternant,Paris,https://www.welcometothejungle.com/fr/companies/wevioo/jobs/alternant-data-ia-h-f_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist (F/H),Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-scientist-f-h_nanterre_AXA_j58qOM6,2026-02-10,Data Scientist,WTTJ,
Data Scientist – Practice IA chez MARGO,Margo,Projets Marketing & Optimisation,Paris,https://www.welcometothejungle.com/fr/companies/margo/jobs/data-scientist-practice-ia-chez-margo-projets-marketing-optimisation_paris,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST,Ministere Des Armees Fr,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/ministere-des-armees-fr/jobs/data-scientist_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist Bureau d'Etudes Support et Services F/H,Safran Aircraft Engines,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/safran-aircraft-engines/jobs/data-scientist-bureau-d-etudes-support-et-services-f-h_montereau-sur-le-jard,2026-02-10,Data Scientist,WTTJ,
DATA ANALYST/SCIENTIST,Lineup 7,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/lineup-7/jobs/data-analyst-scientist_paris,2026-02-10,Data Scientist,WTTJ,
Consultant Data Analyst / Scientist - Stage FE (H-F),Arcane,Stage,Paris,https://www.welcometothejungle.com/fr/companies/arcane/jobs/consultant-data-analyst-scientist-stage-fe-h-f_paris_ARCAN_6lqKbP7,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-h-f_paris-1er-arrondissement_BDF_V7DPG9,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST DIGITALISATION DES PROCESSUS LCB-FT - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-digitalisation-des-processus-lcb-ft-h-f_paris-1er-arrondissement,2026-02-10,Data Scientist,WTTJ,
Expert Transformation Data et IA F/H,Jcdecaux,Non précisé,France,https://www.welcometothejungle.com/fr/companies/jcdecaux/jobs/expert-transformation-data-et-ia-f-h_neuilly-sur-seine,2026-02-10,Data Scientist,WTTJ,
Stage - 6 mois - Data scientist F/H,Natixis,Stage,Paris,https://www.welcometothejungle.com/fr/companies/natixis/jobs/stage-6-mois-data-scientist-f-h_paris_NATIX_2OO5m0P,2026-02-10,Data Scientist,WTTJ,
Data Scientist H/F,Pmu,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/pmu/jobs/data-scientist-h-f_paris_PMU_rGGrgAZ,2026-02-10,Data Scientist,WTTJ,
Data Scientist - AI Marketplace Platform,Mirakl,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-scientist-ai-marketplace-platform_paris_MIRAK_o6d0KgL,2026-02-10,Data Scientist,WTTJ,
Data Scientist - AI Marketplace Platform,Mirakl,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-scientist-ai-marketplace-platform_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist - AI Marketplace Platform,Mirakl,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-scientist-ai-marketplace-platform_bordeaux,2026-02-10,Data Scientist,WTTJ,
Senior Data Scientist (at Kamino Retail),Equativ,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/equativ/jobs/senior-data-scientist-at-kamino-retail_paris,2026-02-10,Data Scientist,WTTJ,
Data Scientist (H/F) - CDI,Unibail Rodamco Westfield Fr,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/unibail-rodamco-westfield-fr/jobs/data-scientist-h-f-cdi_paris,2026-02-10,Data Scientist,WTTJ,
Lead Data Scientist Confirmé/e ou Sénior,Bial X,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/bial-x/jobs/lead-data-scientist-confirme-e-ou-senior,2026-02-10,Data Scientist,WTTJ,
Datascientist Confirmé Energie,Bial X,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/bial-x/jobs/datascientist-confirme-energie_limonest_BIALX_rdewRl9,2026-02-10,Data Scientist,WTTJ,
DATA SCIENTIST - H/F,Banque De France,Non précisé,France,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-h-f_la-courneuve,2026-02-10,Data Scientist,WTTJ,
Business Analyst Assurance - H/F,Talan,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/talan/jobs/moa-assurance-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Data Engineer Expérimenté(e),Archery Data Analytics,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/archery-data-analytics/jobs/data-engineer-experimente_tours_ADAA_z1YdV0O,2026-02-10,Data Analyst,WTTJ,
Data Analyst Marketing Confirmé,Boryl,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/boryl/jobs/data-analyst-marketing-confirme_lyon,2026-02-10,Data Analyst,WTTJ,
RESPONSABLE DATA ANALYTICS H/F,Lagardere News,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/lagardere-news/jobs/responsable-data-analytics-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Consultant(e) Transformation Data,Thelio,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/thelio/jobs/consultant-transformation-data,2026-02-10,Data Analyst,WTTJ,
Consultant.e Data Tableau,The Information Lab,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/the-information-lab/jobs/consultant-e-data-tableau_paris,2026-02-10,Data Analyst,WTTJ,
Consultant.e Data Alteryx,The Information Lab,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/the-information-lab/jobs/consultant-e-data-alteryx_paris,2026-02-10,Data Analyst,WTTJ,
Stage - Data Analyst,Exotec,Stage,Lille,https://www.welcometothejungle.com/fr/companies/exotec/jobs/stage-data-analyst_lille_EXOTE_WKKa8d2,2026-02-10,Data Analyst,WTTJ,
ALTERNANCE - Data Analyst - Pôle Data Management H/F,Caisse Epargne Ile De France,Alternance,Paris,https://www.welcometothejungle.com/fr/companies/caisse-epargne-ile-de-france/jobs/alternance-data-analyst-pole-data-management-h-f_paris-13e-arrondissement,2026-02-10,Data Analyst,WTTJ,
Data analyst - Finance (F/H) stage,Axa,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-analyste-finance-f-h-stage_nanterre,2026-02-10,Data Analyst,WTTJ,
Data analyst - optimisation backoffice (F/H) stage,Axa,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-analyst-optimisation-backoffice-f-h-stage_nanterre,2026-02-10,Data Analyst,WTTJ,
Data Analyst - expérience DBT H/F,Rca,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/rca/jobs/data-analyst-h-f_saint-herblain,2026-02-10,Data Analyst,WTTJ,
Advanced Data Analyst - SG Retail France,Societe Generale,Non précisé,La Défense,https://www.welcometothejungle.com/fr/companies/societe-generale/jobs/advanced-data-analyst-sg-retail-france_la-defense,2026-02-10,Data Analyst,WTTJ,
Data Analyst / Intelligence Artificielle,Datascientest,Alternance (H/F),Télétravail,https://www.welcometothejungle.com/fr/companies/datascientest/jobs/data-analyst-intelligence-artificielle-alternance-h-f_puteaux,2026-02-10,Data Analyst,WTTJ,
Data Analyst  (H/F),Datascientest,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/datascientest/jobs/data-analyst-h-f-stage_puteaux,2026-02-10,Data Analyst,WTTJ,
Stage – BI Engineer / Data Analyst,Naboo,Stage,Paris,https://www.welcometothejungle.com/fr/companies/naboo/jobs/stage-bi-engineer-data-analyst_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst Confirmé CDI - H/F,Agorastore 1,Cdi,Télétravail,https://www.welcometothejungle.com/fr/companies/agorastore-1/jobs/data-analyst-confirme-h-f_montreuil,2026-02-10,Data Analyst,WTTJ,
DATA ANALYST SENIOR F/H,Cdiscount,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/cdiscount/jobs/data-analyst-senior-f-h_bordeaux-33,2026-02-10,Data Analyst,WTTJ,
Lead Product Data Analyst,Evaneos,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/evaneos/jobs/lead-product-analyst_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst,5 Degres,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/5-degres/jobs/data-analyst_paris,2026-02-10,Data Analyst,WTTJ,
Consultant(e) DATA / IA - Energies & Utilities H/F,Mc2I,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mc2i/jobs/consultant-data-ia-energies-utilities-h-f_paris-8e-arrondissement,2026-02-10,Data Analyst,WTTJ,
Consultant(e) Data Analyst,Okuden,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/okuden/jobs/consultant-data-analyst_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst / Power Platform - F/H,Zeiss France,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/zeiss-france/jobs/data-analyst-power-platform-f-h_rueil-malmaison,2026-02-10,Data Analyst,WTTJ,
Stage – HR Data Analyst - Bac + 4/5 - F/H,Schneider Electric,Stage,Grenoble,https://www.welcometothejungle.com/fr/companies/schneider-electric/jobs/stage-hr-data-analyst-bac-4-5-f-h_grenoble_SE_7WDGM5g,2026-02-10,Data Analyst,WTTJ,
"Offre de stage – Consultant(e) Data, BI & Automatisation (H/F)",Bek Advisory,Stage,Boulogne,https://www.welcometothejungle.com/fr/companies/bek-advisory/jobs/offre-de-stage-consultant-data-bi-automatisation-h-f_boulogne-billancourt_BA_W6WA19Y,2026-02-10,Data Analyst,WTTJ,
Data Visualization,Tata Consultancy Services,Non précisé,Puteaux,https://www.welcometothejungle.com/fr/companies/tata-consultancy-services/jobs/data-visualization_puteaux,2026-02-10,Data Analyst,WTTJ,
"Digital Customer - Stage de fin d'études/Alternance - Consultant.e Data – Luxe, Retail, Hospitalité, Services",Wavestone,Alternance,Puteaux,https://www.welcometothejungle.com/fr/companies/wavestone/jobs/stage-de-fin-d-etudes-alternance-consultant-e-data-luxe-retail-hospitalite-services_paris-la-defense-cedex,2026-02-10,Data Analyst,WTTJ,
Stage Analyste Données & Performance Industrielle - H/F,Nutrisens,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/nutrisens/jobs/stage-analyste-donnees-performance-industrielle-h-f_chaponost,2026-02-10,Data Analyst,WTTJ,
"Consultant.e Financial Services / Terrain d’Expertise Data, IA & Transformations SI - Stage de fin d'études",Wavestone,Stage,Puteaux,https://www.welcometothejungle.com/fr/companies/wavestone/jobs/consultant-e-financial-services-terrain-d-expertise-data-ia-transformations-si-stage-de-fin-d-etudes_paris-la-defense-cedex,2026-02-10,Data Analyst,WTTJ,
Internship - Transformation and Control Tower Analyst - Marseille (13),Cevalogistics,Non précisé,Marseille,https://www.welcometothejungle.com/fr/companies/cevalogistics/jobs/internship-transformation-and-control-tower-analyst-marseille-13_marseille_CAI_NN5x0jo,2026-02-10,Data Analyst,WTTJ,
"Data Analyst, Climate Expert Internship",Greenly,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/greenly/jobs/data-analyst-climate-expert-internship_paris_GREEN_aXwkwpJ,2026-02-10,Data Analyst,WTTJ,
Data Analyst Senior Retail / Grande Distribution (GCP) - H/F,Skiils,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/skiils/jobs/data-analyst-senior-retail-grande-distribution-gcp-h-f_suresnes,2026-02-10,Data Analyst,WTTJ,
STAGE 6 MOIS - À partir de juillet/septembre 2026 - Data - Master 1/2 - 1700€/mois,L Oreal,Stage,Paris,https://www.welcometothejungle.com/fr/companies/l-oreal/jobs/stage-6-mois-a-partir-de-juillet-septembre-2026-data-master-1-2-1700-mois_paris,2026-02-10,Data Analyst,WTTJ,
Consolidation Sustainability Data Analyst,Technip Energies,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/technip-energies/jobs/consolidation-sustainability-data-analyst_nanterre_TEF_gR0GPZw,2026-02-10,Data Analyst,WTTJ,
Consultant(e) Data Senior F/H,Cgi,Non précisé,Strasbourg,https://www.welcometothejungle.com/fr/companies/cgi/jobs/consultant-data-f-h_strasbourg,2026-02-10,Data Analyst,WTTJ,
Stage - Data Analyst Connaissance Client B2B,Nespresso,Stage,Paris,https://www.welcometothejungle.com/fr/companies/nespresso/jobs/stage-data-analyst-connaissance-client-b2b_fr-nespresso-siege-shift-paris,2026-02-10,Data Analyst,WTTJ,
CDD - Data Analyst  F/M,La Banque Postale,Cdd,Paris,https://www.welcometothejungle.com/fr/companies/la-banque-postale/jobs/cdd-data-analyst-f-m_paris-15e-arrondissement,2026-02-10,Data Analyst,WTTJ,
Senior Product Data Analyst - Retail,Elevate,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/elevate/jobs/senior-product-data-analyst-retail_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst H/F,Dougs,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/dougs/jobs/data-analyst-h-f_bron_DOUGS_GWYR0JJ,2026-02-10,Data Analyst,WTTJ,
EMESA Talent Acquisition AI & Data Analytics Intern,Boston Consulting Group,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/boston-consulting-group/jobs/emesa-talent-acquisition-ai-data-analytics-intern_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Consultant - Paris,Artefact,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/artefact/jobs/senior-data-consultant-paris_paris_ARTEF_VJXKeNQ,2026-02-10,Data Analyst,WTTJ,
STAGE - AUDIT SPECIALISATION DATA - F/H,Generali Fr,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/generali-fr/jobs/stage-audit-specialisation-data-f-h_saint-denis_GF_jX6Z59Q,2026-02-10,Data Analyst,WTTJ,
Consultant Senior Stratégie de transformation Data & IA,Julhiet Sterwen,Non précisé,France,https://www.welcometothejungle.com/fr/companies/julhiet-sterwen/jobs/consultant-senior-strategie-de-transformation-data-ia_neuilly-sur-seine,2026-02-10,Data Analyst,WTTJ,
STAGE DATA ANALYST RH,Groupe Ccf,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-ccf/jobs/stage-data-analyst-rh_courbevoie,2026-02-10,Data Analyst,WTTJ,
Alternance,Groupem6,Data Analyst - M6 Unlimited H/F,Télétravail,https://www.welcometothejungle.com/fr/companies/groupem6/jobs/alternance-data-analyst-m6-unlimited-h-f_neuilly-sur-seine,2026-02-10,Data Analyst,WTTJ,
Data Analyst - Stage - Paris,Pass Culture,Stage,Paris,https://www.welcometothejungle.com/fr/companies/pass-culture/jobs/data-analyst-stage-paris_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst (Fraud and Chargebacks),Payplug,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/payplug/jobs/copy-of-engineering-manager-platform_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst,Solinum,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/solinum/jobs/data-analyst,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst,Azira,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/azira/jobs/senior-data-analyst_paris,2026-02-10,Data Analyst,WTTJ,
Stage - Consultant Data / Digital - Paris,Cartelis,Stage,Paris,https://www.welcometothejungle.com/fr/companies/cartelis/jobs/data-engineer-developer-junior_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst - Product,Pennylane,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/pennylane/jobs/senior-data-analyst-product_paris_PENNY_7NoM84j,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst - Acquisition,Pennylane,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/pennylane/jobs/senior-data-analyst-acquisition_paris_PENNY_gWA0qVz,2026-02-10,Data Analyst,WTTJ,
Data Analyst Retail F/H,Catalina France,Non précisé,Boulogne,https://www.welcometothejungle.com/fr/companies/catalina-france/jobs/data-analyst-retail-f-h_boulogne-billancourt_CF_NjzMjL,2026-02-10,Data Analyst,WTTJ,
Analyste en données personnelles et système d'information - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/analyste-en-donnees-personnelles-et-systeme-d-information-h-f_paris-1er-arrondissement,2026-02-10,Data Analyst,WTTJ,
Stage - Analyste Data & Ops,Virgil,Stage,Paris,https://www.welcometothejungle.com/fr/companies/virgil/jobs/analyste-data-ops_paris,2026-02-10,Data Analyst,WTTJ,
Consultant junior Data Analyst – Spécialiste data quality et data Gouvernance (F/H),Deloitte,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/deloitte/jobs/consultant-junior-data-analyst-specialiste-data-quality-et-data-gouvernance-f-h_paris-la-defense_DELOI_ogmQyLL,2026-02-10,Data Analyst,WTTJ,
Data Analyst - F/H - CDI,La Francaise Des Jeux,Cdi,Télétravail,https://www.welcometothejungle.com/fr/companies/la-francaise-des-jeux/jobs/data-analyst-f-h-cdi_limoges,2026-02-10,Data Analyst,WTTJ,
Data Analyst Performance Opérationnelle F/H,La Poste Service Courrier Colis,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/la-poste-service-courrier-colis/jobs/data-analyst-performance-operationnelle-f-h_paris,2026-02-10,Data Analyst,WTTJ,
PowerBI Analyst F/H,Matmut Fr,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/matmut-fr/jobs/powerbi-analyst-f-h_sotteville,2026-02-10,Data Analyst,WTTJ,
Data Analyst Offer & Revenue - CDI - Paris,Papernest,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/papernest/jobs/data-analyst-offer-revenue-cdi-paris_paris_PAPER_Jr24J7g,2026-02-10,Data Analyst,WTTJ,
Data Analyst - Stage - Paris,Papernest,Stage,Paris,https://www.welcometothejungle.com/fr/companies/papernest/jobs/data-analyst-stage-paris_paris_PAPER_zWlwM6y,2026-02-10,Data Analyst,WTTJ,
Business Analyst Data Product [Luxe-Retail],Adone,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/adone/jobs/business-analyst-data-product-luxe-retail_paris_AC_9dbWojk,2026-02-10,Data Analyst,WTTJ,
Data Analyst Snowflakes/Tableau H/F,Nexton Consulting,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/nexton-consulting/jobs/data-analyst-snowflakes-tableau-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst F/H,Ecosystem,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/ecosystem/jobs/data-analyst-f-h_courbevoie,2026-02-10,Data Analyst,WTTJ,
Data & CRM Innovation,Hipto,Stage | H/F,Boulogne,https://www.welcometothejungle.com/fr/companies/hipto/jobs/data-crm-innovation-stage-h-f_boulogne-billancourt,2026-02-10,Data Analyst,WTTJ,
CDD Data Analyst / Chef.fe de projet Supply Chain F/H,Safran Aircraft Engines,Cdd,Télétravail,https://www.welcometothejungle.com/fr/companies/safran-aircraft-engines/jobs/cdd-data-analyst-chef-fe-de-projet-supply-chain-f-h_evry,2026-02-10,Data Analyst,WTTJ,
Data Analyst H/F,Nexton Consulting,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/nexton-consulting/jobs/data-analyst-h-f_lyon_NEXTO_zKe5P9y,2026-02-10,Data Analyst,WTTJ,
