id_offre,titre,entreprise,source,Competence
2911,Data Analyst - Senior (H/F),Act Digital France,France Travail,Git
2914,Data Analyst marketing automation H/F,,France Travail,Git
2915,Data Analyst - THALES H/F,Page Personnel,France Travail,Git
2916,Data analyst (H/F),,France Travail,Git
2918,Data Analyst - Digital Transformation (m/f) (réf. E) (H/F),,France Travail,Git
2920,Business Analyst Data - Services Financiers - Ile-de-France (H/F),Forums Talents Handicap,France Travail,Git
2924,Data Analyst H/F,Michael Page,France Travail,Git
2925,Data analyst (H/F),,France Travail,Git
2927,Data analyst (H/F),,France Travail,Git
2928,Data analyst (H/F),,France Travail,Git
2929,Data analyst méthodes industrielles et chef-fe de projets informatiques f/h,,France Travail,Git
2950,Data Analyst confirmé F/H - IONIS Group,IONIS Group,France Travail,Git
2953,"Data Analyst F/H - Système, réseaux, données (H/F)",Réseau Primever France,France Travail,Git
2958,Business Analyst H/F,,France Travail,Git
2959,Data Steward (F-H) (H/F),,France Travail,Git
2960,Business analyst (H/F),KLANIK,France Travail,Git
2961,Business Analyst (H/F),KLANIK,France Travail,Git
2963,Business Analyst (H/F),KLANIK,France Travail,Git
2964,Business Analyst Bancaire (H/F),KLANIK,France Travail,Git
2969,Web Analyst F/H - YUMENS,YUMENS,France Travail,Git
2971,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,Git
2972,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,Git
2975,Business Analyst (H/F),,France Travail,Git
2983,Business Analyst (H/F),Act Digital France,France Travail,Git
2984,Web Analyst F/H - YUMENS,YUMENS,France Travail,Git
2987,Business Analyst Marketing F/H - YUMENS,YUMENS,France Travail,Git
2988,IT Performance et Finops Manager H/F,,France Travail,Git
2997,Data Engineer (H/F),DOMIDEP,France Travail,Git
3000,Data Engineer Semarchy ou Stambia Xdm - Xdi (H/F),SARL PROXIEL,France Travail,Git
3002,Data Engineer IA H/F (H/F),BASSETTI GROUP,France Travail,Git
3003,Data Engineer / Snowflake (H/F),SILAMIR,France Travail,Git
3004,Lead Data Engineer (H/F),LUCKY CART,France Travail,Git
3005,Data engineer (H/F),MSL FRANCE,France Travail,Git
3006,Data Engineer / Snowflake F/H (H/F),FRANCE AIR,France Travail,Git
3007,Analytics Engineer (H/F),PRINTEMPS,France Travail,Git
3011,INGENIEUR DATA (H/F),PROJEX,France Travail,Git
3014,Ingénieur.e de recherche en Data Science Recherche Opérationnelle (H/F),SAINT GOBAIN RECHERCHE,France Travail,Git
3019,Ingénieur data / traitement de la donnée F/H (H/F),SKILLS AND AFFINITY,France Travail,Git
3024,Ingénieur data expertise et qualité des données (H/F),GIE SESAM VITALE,France Travail,Git
3025,Ingénieur.e de recherche en Data Science & Recherche Opérationnel (H/F),COMPAGNIE DE SAINT-GOBAIN,France Travail,Git
3026,Expert Big Data (H/F),OSMOZIUM,France Travail,Git
3027,Développeur JAVA (H/F),WIZBII,France Travail,Git
3028,Consultant DevOps H/F (H/F),AUBER TECH,France Travail,Git
3033,Développeur / Développeuse back-end (H/F),Le recruteur France,France Travail,Git
3035,Responsable CAD CAM - outils de conception (H/F),SOCOMEC,France Travail,Git
3036,Chargé(e) Etudes Qualité des Données Solvabilité 2 (QDD S2) (H/F),CAMACTE,France Travail,Git
3043,Lead Data Engineer - HealthTech / IA (H/F),Les Colettes Sourcing,France Travail,Git
3046,Data engineer (H/F),AMILTONE,France Travail,Git
3053,Cloud Data Engineer (H/F),,France Travail,Git
3054,Data Engineer H/F,,France Travail,Git
3056,Consultant Data Engineer Azure H/F,,France Travail,Git
3064,Consultant Sénior Data Engineer (H/F),,France Travail,Git
3066,Data Engineer - Transport - Nantes (H/F),Forums Talents Handicap,France Travail,Git
3067,Data Quality Engineer (H/F),EFFEKTIV,France Travail,Git
3068,Data Engineer H/F,Fondation A. de Rothschild,France Travail,Git
3069,Tech Lead Data Engineer MLOps AWS F/H - Informatique de gestion (H/F),Safran Aircraft Engines,France Travail,Git
3070,Data engineer (H/F),KLANIK,France Travail,Git
3071,Data Engineer H/F,BS DIGITAL,France Travail,Git
3073,Data Engineer (H/F),Act Digital France,France Travail,Git
3076,Data Engineer DataIku - Services Financiers – Lille (H/F),Forums Talents Handicap,France Travail,Git
3077,Data Engineer senior - Services Financiers - Lille (H/F),Forums Talents Handicap,France Travail,Git
3080,DATA Engineer senior - DCoE France (H/F),,France Travail,Git
3081,DATA Engineer senior - DCoE France (H/F),,France Travail,Git
3082,Data Engineer (H/F),KLANIK,France Travail,Git
3084,Data Engineer Cloud (H/F),PROSOL,France Travail,Git
3085,Data Integration Engineer F/H - Cegema,Cegema,France Travail,Git
3086,DATA Engineer senior - DCoE France (H/F),Forums Talents Handicap,France Travail,Git
3087,DATA Engineer senior - DCoE France (H/F),Forums Talents Handicap,France Travail,Git
3088,Data Engineer - Aerospatial - Toulouse (H/F),Forums Talents Handicap,France Travail,Git
3089,Data Engineer PySpark - Data Factory - Services Financiers - Ile de France (H/F),Forums Talents Handicap,France Travail,Git
3092,Data Engineer DataIku - Services Financiers - Ile-de-France (H/F),,France Travail,Git
3094,Lead Data Engineer Senior (H/F),PROPULSE IT,France Travail,Git
3097,Data Engineer (H/F),,France Travail,Git
3099,Data Engineer Dbt H/F,CGI,France Travail,Git
3101,Data Science & IA Engineer (H/F/NB),Trimane,France Travail,Git
3103,Senior Data Engineer H/F,PIERRE et VACANCES-CENTER PARCS,France Travail,Git
3104,Lead Data Engineer Bordeaux (H/F),,France Travail,Git
3106,Data Engineer (H/F/X),E.T.A.I.,France Travail,Git
3107,Tech Lead Data Engineer H/F,JEMS,France Travail,Git
3113,Data Engineer Senior - Marseille H/F,Sopra Steria,France Travail,Git
3114,Data Engineer Senior - Aws - Marseille H/F,Sopra Steria,France Travail,Git
3115,Tech lead data engineer mlops aws f/h,,France Travail,Git
3117,Lead data engineer h/f,,France Travail,Git
3118,Chef de projet data / data engineer (h/f),,France Travail,Git
3120,Tech Lead Data Engineer GCP - Paris (H/F),,France Travail,Git
3122,Data Engineer GCP BigQuery F/H (H/F),,France Travail,Git
3123,Data Engineer Looker/LookML F/H (H/F),,France Travail,Git
3124,Data Engineer GCP BigQuery F/H,,France Travail,Git
3125,Data Engineer Looker/LookML F/H,,France Travail,Git
3127,Lead Data Engineer Cloud Azure Et - Ou Gcp H/F,VISEO,France Travail,Git
3129,Data Engineer Cloud Azure - Confirmé H/F,VISEO,France Travail,Git
3132,Senior data engineer H/F,Externatic,France Travail,Git
3135,Analytics Engineer Confirmé - Sénior - CDI H/F,Talan,France Travail,Git
3136,Ingénieur Data - Socle Data (H/F),BNP Paribas Mission Handicap,France Travail,Git
3137,Data manager (H/F),,France Travail,Git
3138,Data manager (H/F),,France Travail,Git
3140,Gitlab Platform Engineer H/F,,France Travail,Git
3142,Architecte Data H/F,,France Travail,Git
3143,Alternance Data Engineers - Courbevoie (F/H) (H/F),,France Travail,Git
3149,Data manager (H/F),,France Travail,Git
3151,Data manager (H/F),,France Travail,Git
3152,Data manager (H/F),,France Travail,Git
3153,Data manager (H/F),,France Travail,Git
3155,Data manager (H/F),,France Travail,Git
3156,Data manager (H/F),,France Travail,Git
3157,Data manager (H/F),,France Travail,Git
3158,Ingénieur / Ingénieure big data (404282) (H/F),X-FAB France SAS,France Travail,Git
3163,Consultant Sénior en Data Analytics (H/F),Storme RH,France Travail,Git
3170,Ingénieur Développement C# / Data H/F,,France Travail,Git
3175,Ingénieur OPEX data digital F/H (H/F),,France Travail,Git
3178,Lead Data Cloud Expérimenté-e H/F,Safran,France Travail,Git
3180,"DRH adjoint Tech, Data & Digital F/H",,France Travail,Git
3182,Data manager (H/F),,France Travail,Git
3185,Data manager (H/F),Wyz Group,France Travail,Git
3192,Consultant Data - Senior H/F,,France Travail,Git
3195,Architecte Data (H/F),,France Travail,Git
3198,Data Steward H/F,,France Travail,Git
3199,Data Owner H/F,,France Travail,Git
3200,Product Owner Data - Transformation Digitale - GCP (H/F),,France Travail,Git
3202,Architecte Data Gouvernance Expérimenté H/F,,France Travail,Git
3203,Data Steward H/F,,France Travail,Git
3205,Lead Product Design - Expertise Data H/F,,France Travail,Git
3206,Architecte Data H/F,,France Travail,Git
3211,Data manager (H/F),,France Travail,Git
3212,Data manager (H/F),,France Travail,Git
3218,Data manager (H/F),,France Travail,Git
3220,Développeur / Développeuse Big Data (H/F),Thales Services Numériques Sas,France Travail,Git
3224,Data Manager (H/F),,France Travail,Git
3227,"Responsable PIM - Manager Data à Lyon F/H - Système, réseaux, données (H/F)",Fiducial,France Travail,Git
3230,Data manager (H/F),,France Travail,Git
3231,Data manager (H/F),,France Travail,Git
3235,Data manager (H/F),,France Travail,Git
3236,Architecte Data (H/F),,France Travail,Git
3237,Data Manager (H/F),,France Travail,Git
3238,Manager Protect Data - Cybersécurité - IDF (H/F),Forums Talents Handicap,France Travail,Git
3241,INGÉNIEUR DATA EXPÉRIMENTÉ (H/F),,France Travail,Git
3242,Consultant Data (F/H) - apprentissage (H/F),,France Travail,Git
3245,Data manager (H/F),,France Travail,Git
3246,Développeur / Développeuse Big Data (H/F),Thales Services Numériques Sas,France Travail,Git
3247,Data manager (H/F),,France Travail,Git
3252,Responsable Data et Marketing Digital H/F,WINSEARCH - MONTPELLIER INDUSTRIE,France Travail,Git
3253,Consultant BI / Concepteur-Développeur Data H/F,,France Travail,Git
3257,"Data Manager F/H - Système, réseaux, données (H/F)",Manutan,France Travail,Git
3258,Tech Lead Data H/F,JEMS,France Travail,Git
3260,Data Manager F/H,SYMERIA,France Travail,Git
3261,Architecte d'Entreprise Data et Socles Transverses H/F,Externatic,France Travail,Git
3262,Data manager (H/F),,France Travail,Git
3264,Manager Data & GenAi Strategie - Business Consulting H/F,CGI,France Travail,Git
3268,Head of AI & Data Science (H/F),,France Travail,Git
3271,Chef de projet data (H/F),,France Travail,Git
3273,Data manager (H/F),,France Travail,Git
3274,Data manager (H/F),,France Travail,Git
3275,Consultant.e Senior / Manager Data – Digital Customer – CDI (H/F),,France Travail,Git
3282,Directeur Data Groupe H/F (H/F),SCHMIDT GROUPE,France Travail,Git
3284,Technicien(ne) spécialisé(e) en Science des données (H/F),ARKEMA FRANCE,France Travail,Git
3286,Ingénieur DevOps (H/F),,France Travail,Git
3289,Responsable Technique H/F (H/F),NEXITY,France Travail,Git
3295,Chef de projet systèmes d'information (H/F),FD CERTIF EXPERT,France Travail,Git
3303,DEVELOPPEUR FULLSTACK (H/F),,France Travail,Git
3305,RESPONSABLE PROJETS DATA/ETL/CRM DSI - MIDDLEWARE (H/F),GESTIMAT,France Travail,Git
3308,Ingénieur DevOps Machine Learning (H/F),AIS,France Travail,Git
3315,Manager Machine Learning Engineer - Conseil H/F,CGI,France Travail,Git
3316,Développeur ANGULAR H/F,,France Travail,Git
3318,Développeur ANGULAR H/F,,France Travail,Git
3323,Alternance Technicien / Ingénieur en Intelligence Artificielle - Béziers (H/F),ISCOD,France Travail,Git
3324,Product Owner IT/Data (H/F),,France Travail,Git
3325,Technicien polyvalent / Technicienne polyvalente du bâtiment (H/F),,France Travail,Git
3326,Architecte Data (H/F),,France Travail,Git
3328,Ingénieur système / réseau (H/F),,France Travail,Git
3330,Ingénieur système et réseau comint (h/f),,France Travail,Git
3335,Alternance Responsable Secteur IDF - Paris (H/F),ISCOD,France Travail,Git
3336,Lead data (H/F),AMILTONE,France Travail,Git
3337,Alternance Responsable Secteur PACA - Marseille (H/F),ISCOD,France Travail,Git
3343,MANAGER SUP SIMULATIONS ET MODELES H/F,,France Travail,Git
3346,ARCHITECTE LOGICIEL - H/F,CLS,France Travail,Git
3350,Product Manager Expert Data / BI (H/F/NB),Trimane,France Travail,Git
3355,Alternance Vendeur en boulangerie - Toulouse (H/F),ISCOD,France Travail,Git
3359,Développeur / Développeuse web h/f,,France Travail,Git
3365,Développeur Java Python (H/F),Act Digital France,France Travail,Git
3366,Chef de projet IA Senior (H/F),KLANIK,France Travail,Git
3370,Consultant / Consultante green IT h/f,,France Travail,Git
3371,Consultant / Consultante green IT h/f,,France Travail,Git
3372,Consultant / Consultante informatique h/f,,France Travail,Git
3376,Agent / Agente d'archivage en entrepôt h/f,,France Travail,Git
3380,Coordinateur / Coordinatrice de projet digital (H/F),InovaYa,France Travail,Git
3381,CDI - Senior Analytics Expert H/F,,France Travail,Git
3393,Développeur Fullstack JS (H/F),OPT'IN Recrutement,France Travail,Git
3394,Alternance Développeur Intelligence Artificielle - Lezennes (H/F),ISCOD,France Travail,Git
3396,Développeur intelligence artificielle (H/F),,France Travail,Git
3399,Ingénieur études et travaux géotechniques (H/F),Manpower France,France Travail,Git
3406,Chef de projet Digital IA H/F,,France Travail,Git
3408,MS Coordinateur de Programme (80197628) (H/F),,France Travail,Git
3411,Consultant en Intelligence Artificielle - H/F,skaelia,France Travail,Git
3412,Consultant en transformation digitale & IA - H/F,skaelia,France Travail,Git
3423,Expert PowerBI (H/F/NB),Trimane,France Travail,Git
3424,Chef de projet technique IA (H/F/NB),Trimane,France Travail,Git
3425,Chef de projet décisionnel - Expert BI & Cloud (H/F/NB),Trimane,France Travail,Git
3426,Expert PowerBI (H/F/NB),Trimane,France Travail,Git
3437,Architecte Data (F/H) (H/F),AXA,France Travail,Git
3443,Senior planner h/f,,France Travail,Git
3444,Directeur « Analytics & IA (F/H) H/F,,France Travail,Git
3445,Apsal Software Developer (H/F),,France Travail,Git
3446,Consultant Senior - Ingénieur IA H/F,Talan,France Travail,Git
3447,Directeur·rice de Projet - Business Developper Data - IA - Industrie - le Plessis Robinson H/F,Sopra Steria,France Travail,Git
3448,DCS GROUP - Administrateur / Administratrice informatique (H/F),DCS GROUP,France Travail,Git
3451,Ingénieur financier / Ingénieure financière (H/F),,France Travail,Git
3452,Product Owner indus data H/F,Externatic,France Travail,Git
3453,Ingénieur en traitement de données (H/F),,France Travail,Git
3458,Finance manager (H/F),,France Travail,Git
3459,Développeur Python – DeepTech SaaS H/F,Externatic,France Travail,Git
3466,Senior planner h/f,,France Travail,Git
3467,Développeur web (H/F),,France Travail,Git
3468,Consultant GRC Medior (H/F),,France Travail,Git
3471,Senior Consultant.e / Manager Finance & Procurement Transformation (H/F),,France Travail,Git
3472,Consultant·e en Agilité / IT operating model – CDI (H/F),,France Travail,Git
3473,Consultant.e en transformation digitale - Banque & Assurance (H/F),,France Travail,Git
3474,[Offre interne] Ingénieur-MLOps & DevOps (H/F),,France Travail,Git
3476,Ingénieur(e) DevOps Kubernetes / Openshift AI - Aix en Provence (H/F),,France Travail,Git
3477,Consultant.e en transformation digitale - Banque & Assurance (H/F),,France Travail,Git
3479,Architecte Data (H/F),,France Travail,Git
3489,Business developer B To B H/F,DILIOS INTERACTIVE,France Travail,Git
3492,Ingénieur BI Semarchy xDI (domaine e-santé) (H/F),AK RECRUTEMENT,France Travail,Git
3500,Développeur.se Business Intelligence - Solutions SaaS Mobilité (H/F),,France Travail,Git
3501,Analyste Business Intelligence (H/F),,France Travail,Git
3502,Développeur / Développeuse décisionnel - Business Intelligence (H/F),,France Travail,Git
3503,Consultant business intelligence (H/F),,France Travail,Git
3504,Développeur.se Business Intelligence – Solutions SaaS Mobilité (H/F),EGIS,France Travail,Git
3505,Consultant / Consultante décisionnel - Business Intelligence h/f,,France Travail,Git
3507,Développeur.se Business Intelligence - Solutions SaaS Mobilité (H/F),EGIS,France Travail,Git
3508,Développeur Business Intelligence (H/F),,France Travail,Git
3509,Développeur / Développeuse décisionnel - Business Intelligence h/f,,France Travail,Git
3510,Analyste décisionnel - Business Intelligence (H/F),Thales Services Numériques Sas,France Travail,Git
3512,Développeur / Développeuse décisionnel - Business Intelligence (H/F),,France Travail,Git
3513,Analyste développeur Business Intelligence (H/F),,France Travail,Git
3514,Business Analyst / SFE F/H - Marketing (H/F),PAGE PERSONNEL,France Travail,Git
3517,BUSINESS DEVELOPER MARKETPLACE - H/F,,France Travail,Git
3518,Business Analyst ERP F/H - Marketing (H/F),Hays France,France Travail,Git
3531,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,France Travail,Git
3533,Business Analyst F/H - Marketing (H/F),Les Colettes Sourcing,France Travail,Git
3535,Business Analyst EPM - Pilotage & Consolidatio - Services Financiers - Ile-de-France (H/F),,France Travail,Git
3536,Business Solutions Manager (M/F) (H/F),,France Travail,Git
3543,Consultant Technique / Développeur Senior Dynamics 365 Business Central F/H - Primus Soft,Primus Soft,France Travail,Git
3546,IT Business Partner Operation(H/F),,France Travail,Git
3548,Développeur BI / Analyste Décisionnel Junior (H/F),SALAUN HOLIDAYS,France Travail,Git
3550,Proxy Product Owner - Anglais courant/X F/H - Informatique de gestion (H/F),Galileo Global Education,France Travail,Git
3551,Développeur BI (H/F),,France Travail,Git
3552,Consultant expérimenté en Transformation digitale- secteur financier F/H (H/F),EY,France Travail,Git
3553,International Business Process Owner Core HR (F/H) (H/F),,France Travail,Git
3564,Ingénieur BI F/H - Maîtrise d'ouvrage et fonctionnel (H/F),Fed IT,France Travail,Git
3566,Consultant Talend Senior H/F,CGI,France Travail,Git
3569,Consultant Junior en transformation digital Finance - Secteur Banque et Assurance FY25 (H/F),EY,France Travail,Git
3570,Consultant Big Data (H/F),,France Travail,Git
3575,Consultant Analytics & IA Transverse DCoE - France (H/F),,France Travail,Git
3577,Ingénieur en Intelligence Artificielle F/H - MV GROUP,MV GROUP,France Travail,Git
3581,Apprenti Création d'agents LLM (Large Language Model) pour optimiser les outils de reporting (H/F),,France Travail,Git
3588,DIRECTEUR(TRICE) ADJOINT MARKETING & INTELLIGENCE ARTIFICIELLE (H/F),NOTARIAT SERVICES,France Travail,Git
3592,Développeur-se d'Applications & Intelligence Artificielle (H/F),LA FABRIQUE ETHICS,France Travail,Git
3596,Ingénieur en Intelligence Artificielle / Infrastructure / Système (H/F),T.I.B - A.M.D.T.,France Travail,Git
3597,Ingénieur(e)IA / Test et Validation (H/F),BASSETTI GROUP,France Travail,Git
3600,Chef de projet IA (H/F),EARLY MAKERS GROUP,France Travail,Git
3601,Www.gopened.com recrute en alternance dans l'IA (H/F),gopened.com,France Travail,Git
3606,Ingénieur Automatisation IA - Workflow Automation (H/F),XEILOS,France Travail,Git
3611,Développeur full stack C# / Angular (H/F),SN DECISOFT,France Travail,Git
3618,Ingénieur logiciel (H/F),CIRIL GROUP,France Travail,Git
3622,Expert intelligence artificielle (H/F),,France Travail,Git
3624,Ingénieur en Développement Digital et Intelligence Artificielle (H/F),,France Travail,Git
3630,Architecte intelligence artificielle (H/F),,France Travail,Git
3637,Lead AI Engineer (F/H) - MASSY (H/F),,France Travail,Git
3639,Développeur IA (H/F),Forums Talents Handicap,France Travail,Git
3640,Directeur·trice Senior de Projets IA –Transformation Digitale-H/F,Twenty One Talents,France Travail,Git
3643,Product Manager SI RH H/F,,France Travail,Git
3644,Alternance Développeur IA - Angers (F/H) (H/F),,France Travail,Git
3648,Responsable développement - Java - Aeroline - Île-de-France (H/F),,France Travail,Git
3650,Tech Lead ML Engineer H/F,,France Travail,Git
3651,LEAD IA & AGENTIC (H/F) (SENIOR),,France Travail,Git
3654,IT Project Manager and Digital Delivery H/F,,France Travail,Git
3658,Développeur / Développeuse IA (H/F),Entreprise Alex,France Travail,Git
3661,IBC - Pilote System Engineering / SI Chantier / Product Lifecycle Management F/H (H/F),,France Travail,Git
3665,Product Manager - referentiels IAM (f/m/d) (H/F),,France Travail,Git
3667,Responsable développement - Java - Aeroline - Île-de-France (H/F),,France Travail,Git
3668,Product Manager - referentiels IAM (f/m/d) (H/F),DECATHLON,France Travail,Git
3671,Développeur Expert - Java - Aeroline - Île-de-France (H/F),,France Travail,Git
3672,Consultant IA (H/F),,France Travail,Git
3674,Developpeur IA / Génération IA - Java & Python (H/F),,France Travail,Git
3676,Alternance Développeur IA - Angers (F/H) (H/F),,France Travail,Git
3680,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Las France Sas,France Travail,Git
3681,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3682,Ingénieur IVV logiciel - 5 ans d'exp (H/F),OneSide Technologies,France Travail,Git
3683,Architecte Logiciel / Software Architect (SA) H/F - Logiciels Embarqués,,France Travail,Git
3684,Concepteur / Conceptrice logiciel informatique (H/F),Thales Las France Sas,France Travail,Git
3685,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3686,Développeur logiciel 3d simulateurs de vol (h/f),,France Travail,Git
3687,Chef de projet développement logiciel (H/F),Thales Las France Sas,France Travail,Git
3688,Architecte logiciel (H/F),,France Travail,Git
3689,Responsable assurance qualité du logiciel (h/f),,France Travail,Git
3690,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3691,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3692,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3693,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3694,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3695,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3696,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3697,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3698,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3699,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3700,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3701,Chef de projet développement logiciel (H/F),Thales Services Numériques Sas,France Travail,Git
3702,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3705,Responsable équipe logicielle - Team Manager Software H/F,,France Travail,Git
3707,Concepteur / Conceptrice d'application informatique (H/F),Thales Services Numériques Sas,France Travail,Git
3710,Concepteur Développeur Angular Java SQL F/H - Numih France - Reims,Numih France - Reims,France Travail,Git
3712,Concepteur / Conceptrice d'application informatique h/f,,France Travail,Git
3737,Expert QA - Logiciel Industriel (H/F),AK RECRUTEMENT,France Travail,Git
3739,Commercial sédentaire BtoB - Logiciel SaaS (H/F),HUMACIRCLE,France Travail,Git
3741,ARCHITECTE LOGICIEL DEVOPS (H/F),LACOUR CONCEPT,France Travail,Git
3747,Ingénieur Système et Logiciel (H/F),GORGY TIME,France Travail,Git
3748,5 Chargé(e)s de support logiciel de gestion (H/F),,France Travail,Git
3749,Développeur / Développeuse logiciel ou d'application (H/F),,France Travail,Git
3753,Ingénieur Déploiement Logiciel (H/F),CARE TECHNOLOGY CONSULTING,France Travail,Git
3755,Technicien / Technicienne support logiciel (H/F),NEXTGEN,France Travail,Git
3759,Responsable Test Logiciel / QA Manager (H/F),OMNICIEL PROFILS ET SOLUTIONS,France Travail,Git
3770,Ingénieur / Ingénieure développement logiciel informatique (H/F),CANNES EXPERTISE INFORMATIQUE,France Travail,Git
3778,Concepteur et Développeur logiciel Python (2025-12) (H/F),CLOUD DATA ENGINE,France Travail,Git
3787,"Consultant(e) en logiciel de gestion & comptabilité (EBP, SAP) (H/F)",RSOFT REUNION,France Travail,Git
3790,Ingénieur Validation de développement logiciel H/F,,France Travail,Git
3793,Tech Lead Logiciel en Automatisation (H/F),,France Travail,Git
3794,Comptable Général H/F - logiciel EIG,,France Travail,Git
3796,Ingénieur(e) Test Logiciel (F/H) (H/F),,France Travail,Git
3800,Architecte logiciel - BU Défense & Sécurité - Le Plessis-Robinson (H/F),,France Travail,Git
3807,Ingénieur/e développement logiciel (C) expérimenté/e - Défense & Sécurité - Le Plessis Robinson (H/F),,France Travail,Git
3813,Ingénieur de développement logiciel JAVA (H/F),,France Travail,Git
3815,Chef de projet logiciel (H/F),,France Travail,Git
3817,Ingénieur logiciel JAVA (H/F),,France Travail,Git
3821,Architecte Logiciel Java (H/F),ALTECA,France Travail,Git
3824,Ingénieur en Logiciel de Cockpit Numérique Intelligente (H/F),ACCA,France Travail,Git
3825,Ingénieur de développement logiciel embarqué (H/F),,France Travail,Git
3828,Ingénieur de développement logiciel JAVA (H/F),,France Travail,Git
3829,Comptable Général H/F - logiciel EIG,Page Personnel,France Travail,Git
3833,Chargé(e) de support client technique - Logiciel Auto (H/F/X),E.T.A.I.,France Travail,Git
3853,Développeur/se logiciel embarqué - C++ - Aéroline - Toulon (H/F),,France Travail,Git
3854,Ingénieur de développement logiciel sur équipements électroniques embarqués (f/h),,France Travail,Git
28,Ingénieur Data Scientist F/H,BLOCKSI SAS,APEC,Linux
30,Data Scientist F/H,cadremploi,APEC,Linux
115,Lead Data Engineer - HealthTech / IA F/H,Les Colettes Sourcing,APEC,Linux
924,Ingénieur Systèmes Windows Linux Santé F/H,Hellowork,APEC,Linux
1327,Lead embedded engineer F/H,CONSTENCIA,APEC,Linux
1450,Expert Linux Embarqué F/H,CONSTENCIA,APEC,Linux
1787,Ingénieur Système et Réseaux - - Metz F/H,Atos,APEC,Linux
2668,Datascientist H/F,CHU LA MILETRIE,France Travail,Linux
2671,Data Scientist - H/F (H/F),DAY USE,France Travail,Linux
2681,Ingénieur DATA (H/F),CONSORT FRANCE,France Travail,Linux
2705,Data scientist H/F,,France Travail,Linux
2720,Data scientist (H/F),,France Travail,Linux
2723,Data Scientist (H/F),Forums Talents Handicap,France Travail,Linux
2731,"Data Scientist F/H - Système, réseaux, données (H/F)",MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,Linux
2939,Data Analyst H/F,Unicancer,France Travail,Linux
3004,Lead Data Engineer (H/F),LUCKY CART,France Travail,Linux
3019,Ingénieur data / traitement de la donnée F/H (H/F),SKILLS AND AFFINITY,France Travail,Linux
3026,Expert Big Data (H/F),OSMOZIUM,France Travail,Linux
3028,Consultant DevOps H/F (H/F),AUBER TECH,France Travail,Linux
3043,Lead Data Engineer - HealthTech / IA (H/F),Les Colettes Sourcing,France Travail,Linux
3068,Data Engineer H/F,Fondation A. de Rothschild,France Travail,Linux
3085,Data Integration Engineer F/H - Cegema,Cegema,France Travail,Linux
3139,DEEP - Data Platform Specialist (H/F),,France Travail,Linux
3172,Responsable Informatique & Data (H/F),,France Travail,Linux
3279,Consultant IT (H/F),,France Travail,Linux
3308,Ingénieur DevOps Machine Learning (H/F),AIS,France Travail,Linux
3334,INGÉNIEUR(E) FPGA CONFIRMÉ(E) H/F,,France Travail,Linux
3346,ARCHITECTE LOGICIEL - H/F,CLS,France Travail,Linux
3448,DCS GROUP - Administrateur / Administratrice informatique (H/F),DCS GROUP,France Travail,Linux
3453,Ingénieur en traitement de données (H/F),,France Travail,Linux
3474,[Offre interne] Ingénieur-MLOps & DevOps (H/F),,France Travail,Linux
3492,Ingénieur BI Semarchy xDI (domaine e-santé) (H/F),AK RECRUTEMENT,France Travail,Linux
3493,Technicien installateur serveurs BI/SAP BO (H/F),DECIVISION,France Travail,Linux
3502,Développeur / Développeuse décisionnel - Business Intelligence (H/F),,France Travail,Linux
3531,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,France Travail,Linux
3564,Ingénieur BI F/H - Maîtrise d'ouvrage et fonctionnel (H/F),Fed IT,France Travail,Linux
3596,Ingénieur en Intelligence Artificielle / Infrastructure / Système (H/F),T.I.B - A.M.D.T.,France Travail,Linux
3612,Ingénieur / Ingénieure logiciel (H/F),DIOXYCLE,France Travail,Linux
